# id	file_path	transparent_color   r	     g	b
[TEXTURES]
0	textures\simon.png	116	116	116
1	textures\ground.png	0	0	0
2	textures\whip.png	255	0	255
3	textures\candle.png	255	0	255
4	textures\items.png	255	0	255
5	textures\weapons.png	255	0	255
6	textures\effect.png	255	0	255
7	textures\spark.png	255	0	255
8	textures\scoreboard.png	255	0	255
9	textures\healthbar.png	255	0	255
10	textures\letter.png	255	0	255
[SPRITES]
#SIMON	1-50
# simon_idle
1	4	53	68	117	0
#simon_walk	
2	4	53	68	117	0
3	70	53	134	117	0
4	136	53	200	117	0
# simon_sit
5	 268	311	332	375	0
#simon_jump
6	202	53	266	117	0
#simon_stand_hit
7	4	182	68	246	0
8	70	182	134	246	0
9	136	182	200	246	0
#simon_sit_hit
10	202	182	266	246	0
11	268	182	332	246	0
12	334	182	398	246	0
#simon_shock
13	4	311	68	375	0
14	136	311	200	375	0
15	202	311	266	375	0
#simon_stairup	
16	268	53	332	117	0
17	334	53	398	117	0
#simon_stairdown		
18	400	53	464	117	0
19	466	53	530	117	0
#simon_stairup_hit	
20	400	182	464	246	0
21	466	182	530	246	0
22	532	182	596	246	0
#simon_stairdown_hit	
23	598	182	662	246	0
24	664	182	728	246	0
25	730	182	794	246	0
#simon hurt
26	532	53	596	117	0
#simon dead
27	598	53	662	117	0
28	664	53	728	117	0

#GROUND	50-100
50	0	0	32	32	1
51	0	0	64	16	12

#WHIP	100-150
#whip_lvl_1
100	0	0	240	66	2
101	240	0	480	66	2
102	480	0	720	66	2
#whip_lvl_2
103	0	66	240	132	2
104	240	66	480	132	2
105	480	66	720	132	2
#whip_lvl_3
106	0	132	240	198	2
107	240	198	480	264	2
108	480	264	720	330	2

#TORCH	150-200
150	0	0	32	64	3
151	32	0	64	64	3

#EFFECT_FIRE 	300-350
300	0	0	32	60	6
301	32	0	64	60	6
302	64	0	96	60	6

#SPARK	350-400
350	0	0	16	20	7

#SCOREBOARD
351	0	0	520	80	8
#HEALTHBAR
400	0	0	8	15	9
401	8	0	16	15	9
402	16	0	24	14	9
#LETTER
#0
450	0	28	15	42	10
#1
451	15	28	30	42	10
#2
452	30	28	45	42	10
#3
453	45	28	60	42	10
#4
454	60	28	75	42	10
#5
455	75	28	90	42	10
#6
456	90	28	105	42	10
#7
457	105	28	120	42	10
#8
458	120	28	135	42	10
#9
459	135	28	150	42	10

#ITEM 200-250
#item_upgrade_whip
200	130	0	162	32	4
#item_heart
201	16 	0	40	20	4
#item_knife
202	162	0	194	18	4
#item_boomerang
203	0	32	30	64	4
#item_axe
204	256	0	286	28	4
#holy_water
205	30	32	62	64	4
#double_shot
206	94	32	122	60	4

#triple_shot
207	122	32	158	74	4

#WEAPONS	250-300
#knife
250	204	0	238	18	5

[ANIMATIONS]
# ==== SIMON====
#simon_idle
0	1	100
#simon_walk
1	2	100	3	100	4	100	3	100
#simon_sit
2	5	100
#simon_jump
3	6	100
#simon_sit_hit
4	7	100	8	100	9	200
#simon_stand_hit
5	10	100	11	100	12	200
#simon_shock
6	13	100	14	100	15	100
#simon_stairup
7	16	140	17	140
#simon_stairdown
8	18	100	19	100
#simon_stairup_hit
9	20	100	21	100	22	200
#simon_stairdown	_hit
10	23	100	24	100	25	200
#simon_hurt
11	26	100
#simon dead
12	27	500	28	2000
#====GROUND====
50	50	100
51	51	100
#====WHIP====
#whip_lvl_1
100	100	100	101	100	102	100
#whip_lvl_2
101	103	100	104	100	105	100
#whip_lvl_3
102	106	100	107	100	108	100

#====GROUND====
50	50	100
51	51	100

# ==== TORCH====
150	150	100	151	100

#====ITEM====
#item_upgrade_whip
200	200	100
#item_heart
201	201	100
#item_knife
202	202	100
#item_boomerang
203	203	100
#item_axe
204	204	100
#holywater
205	205	100
#double_shot
206	206	200
#triple_shot
207	207	200

#====WEAPONS====
#knife
250	250	100

#====EFFECT FIRE====
300	300	100	301	100	302	100

#====SPARK====
350	350	100

[ANIMATION_SETS]
# SIMON
0	0	1	2	3	4	5	6	7	8	9	10	11	12

# GROUND 
1	50

#WHIP
2	100	101	102
#ITEM
4	200	201	202	203	204	206	207
#knife
5	250
#torch
3	150	300
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = SIMON , 1 = GROUND, 2 = CANDLE
# SIMON
0	32	300	0

# GROUND
1	0	368	1	16	1
1	348	368	1	16	1
1	768	368	1	16	1
1	1024	368	1	16	1


# TORCH
2	200	304	3	1	0
2	400	304	3	3	0
2	600	304	3	1	0
2	800	304	3	1	0
2	1000	304	3	1	0
2	1200	304	3	2	0

# --- SCENE PORTAL ----
# type	x	y	ani_set_id	r	b	scene_id	x	y
50	1376	300	0	32	64	2	32	366

[TILEMAP]
#tile id	file_texture	file_path	tile_width	tile_height
1	TileMap\\tilesets_scene1.png	TileMap\\tilemap_scene1.txt	4	17	10	48	32	32	0	0	1590	500
	
