[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Ground 
# Simon
#0	1470	336	-1	0	128	50	1	8

# Brick
1	1504	272	1
1	1504	400	1
1	1472	272	1
1	1472	400	1
1	1440	400	1
1	1408	400	1
1	1376	400	1
1	1344	400	1
1	1344	432	1
1	1312	432	1
1	1280	432	1
1	1248	432	1
1	1216	432	1
1	1184	432	1
1	1152	432	1
1	1120	432	1
1	1088	432	1
1	1056	432	1
1	1024	432	1
1	992	432	1
1	960	432	1
1	928	432	1
1	896	432	1
1	864	336	1
1	864	432	1
1	832	336	1
1	832	432	1
1	800	432	1
1	768	432	1
1	736	432	1
1	704	432	1
1	672	432	1
1	640	432	1
1	608	336	1
1	608	432	1
1	576	336	1
1	576	432	1
1	544	432	1
1	512	432	1
1	480	432	1
1	448	432	1
1	416	432	1
1	384	432	1
1	353	272	1
1	352	432	1
1	320	272	1
1	320	432	1
1	288	272	1
1	288	432	1
1	256	272	1
1	256	432	1
1	224	272	1
1	224	400	1
1	192	272	1
1	192	400	1
1	160	400	1
1	128	400	1
1	96	336	1
1	96	80	1
1	64	336	1
1	64	80	1
1	32	336	1
1	32	304	1
1	32	272	1
1	32	240	1
1	32	208	1
1	32	176	1
1	32	144	1
1	32	112	1
1	32	80	1

#Ghost
#5	1450	290	12	2
#Fleaman
#5	864	303	14	3
#5	608	303	14	3
#5	352	239	14	3

#Skeleton
5	85	260	15	4
#85	260
[TILEMAP]
#tile id	file_texture	file_path		tile_width		tile_height		num_col		num_row
4000	TileMap\\tilesets_scene3.png	TileMap\\tilemap_scene3.1.txt	5	12	12	50	32	32
