[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Ground 
# Simon
#0	10	144	1	0	0	0	1	0
# Brick
1	-32	272	1
1	-32	304	1
1	-32	336	1
1	-32	368	1
1	-32	400	1
1	0	208	1
1	32	208	1
1	64	208	1
1	96	208	1
1	128	208	1
1	160	208	1
1	192	208	1
1	256	272	1
1	288	272	1
1	320	272	1
1	352	272	1
1	384	272	1
1	416	272	1
1	448	272	1
1	480	272	1
1	512	272	1
1	544	272	1
1	576	272	1
1	0	400	1
1	32	400	1
1	64	400	1
1	96	400	1
1	128	400	1
1	160	400	1
1	192	400	1
1	224	400	1
1	256	400	1
1	288	400	1
1	320	400	1
1	352	400	1
1	384	400	1
1	416	400	1
1	448	400	1
1	480	400	1
1	512	400	1
1	544	400	1
1	576	400	1
1	608	400	1
1	640	400	1
1	672	400	1
1	704	400	1
1	736	400	1
1	768	400	1
1	800	400	1
1	832	400	1
1	864	400	1
1	896	400	1
1	928	400	1
1	960	400	1
1	992	400	1
1	1024	400	1
1	1056	400	1
1	1088	400	1
1	1120	400	1
1	1152	400	1
1	1184	400	1
1	1216	400	1
1	1248	400	1
1	1280	400	1
1	1312	400	1
1	1344	336	1
1	1344	400	1
1	1376	400	1
1	1408	400	1
1	1440	272	1
1	1440	400	1
1	1472	272	1
1	1472	400	1
1	1504	80	1
1	1504	112	1
1	1505	144	1
1	1504	272	1
1	1505	304	1
1	1504	336	1
1	1504	368	1
1	1504	400	1
1	1536	176	1
1	1536	208	1
1	1536	240	1
[TILEMAP]
#tile id	file_texture	file_path		tile_width		tile_height		num_col		num_row
8000	TileMap\\tilesets_scene4.png	TileMap\\tilemap_scene4.txt	4	17	12	48	32	32
